track_id,title,energy,valence,genre,interest,favorite
2,Food,0.6344762684,0.576660988,Hip-Hop,4656,2
3,Electric Ave,0.8174611317,0.2692402421,Hip-Hop,1470,1
5,This World,0.7014699916,0.6216612236,Hip-Hop,1933,6
10,Freeway,0.9245251615000001,0.9635898919,Pop,54881,178
134,Street Music,0.5604099311,0.8940722715,Hip-Hop,1126,3
139,CandyAss,0.6070668636,0.1602670903,Folk,702,3
140,Queen Of The Wires,0.2656847734,0.6099912728,Folk,1593,5
141,Ohio,0.0756321472,0.1639499337,Folk,839,1
142,Punjabi Watery Grave,0.8238557795999999,0.09286763220000001,Folk,1223,6
144,Wire Up,0.6419971681000001,0.7882507820999999,Jazz,1146,1
145,Amoebiasis,0.4877519875,0.6504516889999999,Jazz,968,1
146,Gimme a Buck or I'll Touch You / Boilermaker,0.47642249810000004,0.6823971806,Jazz,855,5
147,Repetitive Motion Sickness,0.8661160134999999,0.9176129075,Jazz,930,2
153,Hundred-Year Flood,0.9797737929000001,0.0340178672,Rock,354,5
154,Squares And Circles,0.0238515619,0.035631561,Rock,242,1
155,Maps of the Stars Homes,0.9121220855,0.034325256400000004,Rock,268,1
169,Boss of Goth,0.7228348526999999,0.0283472078,Rock,815,1
170,Industry Standard Massacre,0.7443325625,0.0735475474,Rock,468,0
171,Marching as Technitions,0.2134937338,0.1505991359,Rock,582,0
172,I Can't Stand You Up-right,0.8927211866,0.0349164186,Rock,468,0
173,Save Life's Golden Receipt In Case Refund Needed,0.5646886968,0.254299214,Rock,475,0
174,Senator's Stance,0.8466394386,0.0482427328,Rock,405,0
175,Snapped Today,0.9524931303,0.0334023117,Rock,365,0
176,Step Up to Legends,0.779140487,0.028143815699999998,Rock,461,0
177,Petty Hate Machine,0.5799592774,0.0833302608,Rock,529,0
178,Lend Me a Blanket,0.4130542364,0.252819344,Rock,287,1
179,Ready to Die,0.9894824701,0.0332076001,Rock,591,0
189,The Thought Of It,0.216906878,0.039641258,Folk,730,1
190,Castle Of Stars,0.3712297429,0.2512323052,Folk,1758,1
191,Song About Michael,0.2383479416,0.08613650839999999,Folk,1224,0
192,Ed Talk WNYC,0.0441512437,0.7881602727,Folk,472,1
193,Here With You,0.1640712523,0.19078971100000003,Folk,1679,0
194,All I want to Do,0.2003375585,0.2532444151,Folk,1780,1
195,I Remember You,0.1845083868,0.2670295163,Folk,567,1
196,Bright Mr Brother,0.1467337752,0.1360601183,Folk,524,0
197,Piano 2,0.007043696899999999,0.7700094570999999,Folk,2286,1
198,It Breaks My Heart,0.25420245550000004,0.1920340768,Folk,1784,2
199,Rimbaud,0.2081522129,0.3477647197,Folk,459,0
200,Baby Come Home,0.29512645579999996,0.3677399293,Folk,1945,1
201,Big City,0.5437512413000001,0.7586315481999999,Folk,870,1
202,Palomino,0.2114205223,0.1926132843,Folk,682,0
203,Song For R,0.13791829460000002,0.6310426834,Folk,1737,2
204,My Dream,0.2261673577,0.2535385321,Folk,1954,0
205,What Crow Saw,0.13399815439999999,0.12606685310000001,Folk,556,0
206,Bella Crane,0.2098922735,0.9296188952,Folk,510,2
207,Piano 3,0.008987467800000001,0.7088659407,Folk,2811,0
208,Safe Harbor,0.36330957770000005,0.218290722,Folk,1239,0
209,Safe Harbor,0.5754643724,0.2229531438,Folk,1276,0
210,In the French Court,0.2270358594,0.2727912235,Folk,3706,1
211,In America,0.1730043357,0.15460030660000001,Folk,16106,3
212,When I Arive,0.35695776009999997,0.34881740340000006,Folk,2299,2
213,Boute,0.34099904659999997,0.0430538151,Pop,2828,10
226,W.T.M.,0.7572551846,0.7335055159,Rock,2764,4
228,Don't Run With Pizzas,0.8723790415,0.5326324643,Rock,2467,2
237,Garbage and (Garbage and Fire),0.5410397893,0.039938682,Jazz,1391,7
238,France Attacks,0.28694054620000004,0.1175977314,Jazz,1394,1
247,A New Map for Kissing,0.4848943949,0.6382050743,Rock,1549,3
249,The Indefinite Time Yet to Come,0.5234081405,0.3771696974,Rock,1470,3
252,It's Becoming a Stranger,0.2506732431,0.4905165083,Rock,512,2
255,We Want to be Old,0.4357120518,0.9108207731999999,Rock,5585,24
256,Toggle,0.9720856698999999,0.061796259900000004,Rock,2864,3
257,My Lil',0.9397064969,0.20225971850000002,Rock,2177,3
258,Eyebone,0.9386526141,0.1425962452,Rock,1779,2
303,Splish spladdy,0.24345172780000002,0.5770688544,Rock,159,0
304,Woo You,0.06692455559999999,0.074577945,Rock,241,0
305,Disney on Ice,0.0794868304,0.1079464553,Rock,2873,0
306,The Prime Four,0.34257858350000003,0.0985764972,Rock,131,0
307,Out on the farm,0.25132767359999997,0.35698424659999994,Rock,289,0
308,The Hotel,0.0350171505,0.3192393982,Rock,345,0
309,Where are all the people,0.0210673625,0.039932121200000004,Rock,147,0
310,Going Down to Soho,0.4245642816,0.2051829532,Rock,194,0
311,Tropical Holiday Time,0.0575404526,0.6943441968,Rock,1597,0
312,Tropical Sheep,0.4860880871,0.3769774443,Rock,833,0
313,Think Things Of You,0.1312602862,0.5215820055,Rock,141,0
314,Daisey Chains,0.4309547519,0.8506392186,Rock,142,0
315,Interference,0.1683930193,0.5096621292,Rock,383,0
316,Itching in my pants,0.061000622000000004,0.2525714531,Rock,156,0
317,Very Nice,0.3337205089,0.2408233784,Rock,322,0
318,1-2-3-4,0.259907492,0.5171763460000001,Rock,209,0
319,Complete Shakespeare,0.0596131071,0.1224173219,Rock,422,0
320,The Natives are Restless,0.1165388521,0.33986853079999996,Rock,406,0
321,Heart Attack,0.2716163948,0.1783694552,Rock,693,0
322,Shopping Bag,0.183197095,0.146380735,Rock,386,1
323,Crocodile Song,0.1258033776,0.1438152772,Rock,171,0
324,I just don't know,0.34345542450000005,0.4347772115,Rock,185,0
325,Liquidizing Chickens,0.12899273949999998,0.4842236604,Rock,300,2
326,Burn,0.7112310951,0.3809198059,Rock,286,0
327,Hands Beckoning,0.3039368772,0.6163680635000001,Rock,234,0
328,Central Park,0.17688362219999998,0.5036354927000001,Rock,328,0
331,Weatherman,0.25471693230000003,0.5949017447,Rock,187,0
332,39th floor Club,0.5908228338,0.2812481638,Rock,139,0
333,Blah intro,0.11365646970000001,0.38956065549999996,Rock,423,0
334,Blahpunk,0.6419754173,0.1870659257,Rock,405,0
335,Bored,0.21223452420000002,0.3782501032,Rock,303,1
336,Breeder,0.1422503769,0.4708601967,Rock,226,0
337,Brian's Garage,0.4142781931,0.6857585992,Rock,279,0
338,Cabages in the sunset,0.04361365230000001,0.3161046811,Rock,196,0
339,Chimpanzees disease,0.09836243480000001,0.6096973499,Rock,177,0
340,Circles in London,0.14129708189999998,0.4837947392,Rock,363,0
341,Count Dracula's castle,0.134975265,0.4307074319,Rock,1498,0
342,Crash,0.1010612372,0.23775655710000002,Rock,240,0
343,Cybernetics,0.181635435,0.2591472334,Rock,5683,0
344,Denver,0.3306331562,0.38016437,Rock,190,0
345,Ding dang (skat),0.20709347670000003,0.4443500783,Rock,326,0
346,Disco Ghoul,0.0648847155,0.5947765795000001,Rock,252,0
347,Down in the pits again,0.34832982149999997,0.9299178603,Rock,202,0
348,Excretia,0.2906038763,0.039228218599999996,Rock,132,0
350,Gotta Go,0.3636116429,0.5910034847,Rock,168,1
351,Hippopotamus,0.08938819210000001,0.6803529479000001,Rock,269,1
352,In Arabia,0.19817464140000002,0.44322192380000003,Rock,609,0
353,In my Grandfather's Clock,0.11282940640000001,0.7290402207,Rock,212,1
354,Julie Andrews,0.2158911099,0.0717997906,Rock,186,1
355,Just you wait and see,0.1278642817,0.6430452577,Rock,133,0
356,Little White Boxes,0.1866121693,0.2976449072,Rock,179,0
359,My Room,0.0362375233,0.4128102957,Rock,130,0
361,Red coated young girlfriend,0.1491731812,0.2344219848,Rock,140,0
362,Starsigns,0.3176802608,0.6161742455,Rock,131,0
363,Sugar Bowl,0.09549733789999999,0.5574730002,Rock,184,0
364,Sunspot activity,0.1561102066,0.48354428899999996,Rock,113,0
365,The Sound of Music,0.461704595,0.6504714070000001,Rock,445,0
366,The Swamp,0.1420873574,0.1962609991,Rock,141,0
367,There goes my greenhouse,0.260709819,0.522209383,Rock,139,0
368,Vampires,0.11646923890000001,0.0761348547,Rock,3572,1
369,Whistle while you work,0.1578463539,0.19712370059999998,Rock,2366,0
370,Why didn't Nero?,0.1686995859,0.4991423294,Rock,173,0
384,Baja Jones,0.7009123909999999,0.3447633156,Electronic,1343,3
386,Clapartroach,0.7829272197,0.3015430515,Electronic,1630,2
387,I wish I wish,0.5527492536999999,0.22148024260000002,Electronic,1387,2
394,Boogie Hole,0.1549102816,0.056255195300000005,Rock,689,0
395,Transfiguration Boogie,0.9479761165,0.1768571866,Rock,619,0
396,Juggernaut Soliloquy,0.627556839,0.0316759346,Electronic,808,1
397,The Tides Of Land,0.167366822,0.0934872165,Electronic,3102,1
398,Borful Tang Loves Nomeansno,0.9724695144,0.0354592456,Electronic,1957,2
399,ELI,0.8944750334,0.0319849213,Electronic,1876,2
400,Electronic Interlude VI,0.0912037369,0.0339170195,Electronic,2864,1
401,Modesto,0.45552300869999995,0.0233182392,Electronic,2163,1
402,Oh Kap Soon,0.1213844649,0.0389560077,Electronic,1508,1
403,Roach,0.8626594563,0.11478473199999999,Electronic,2582,1
404,Wonder Inn,0.6095501857,0.0657611299,Electronic,1478,2
405,Majestic Shuffle,0.2849708228,0.0397661155,Electronic,1458,4
406,ELI,0.5699256056,0.0380650791,Electronic,1369,2
407,Soundclash At Wonder Inn (ft. Qulfus),0.8560733947,0.061998303,Electronic,713,3
408,The Tides Of Land,0.23568487579999997,0.1349655702,Electronic,1093,1
410,Lost on the Eastern Side of the Island,0.9073357686,0.0369486104,Electronic,754,1
411,Orp,0.3318425227,0.0381706618,Electronic,625,1
412,John And Mary - The Meeting,0.4629096626,0.2094295541,Electronic,454,2
414,John And Mary - The Restaurant,0.3929718001,0.315653435,Electronic,3930,17
416,Smyrna Snow Walk,0.5359921208,0.08271145690000001,Electronic,996,1
520,Invisible Tape,0.4131042642,0.5720303238000001,Rock,305,0
521,A River Frozen In Place,0.5422427821,0.6326724118,Rock,518,0
522,End Over End,0.6517224389999999,0.7809922695999999,Rock,316,0
523,Black Is the Color of My True Love's Mail,0.42340236509999996,0.26218352850000004,Rock,535,1
524,I Didn't Think the Oracle Was Talking to Me,0.5444991642,0.8234256937000001,Rock,429,0
525,I Have Not Spoken All Day,0.37034506590000005,0.1874533971,Rock,415,0
526,Do Not Talk,0.30181858359999997,0.6786789791,Rock,665,0
527,For Jake Erdmann Et Al.,0.7832594587999999,0.930636472,Rock,313,0
528,An Odd Number of Stairs,0.34508160130000004,0.5372120185,Rock,384,0
529,For the Dishroom at Meridian Park Hospital,0.9256435320999999,0.5970784061,Rock,734,0
530,White Satin Bed,0.5774532605,0.5529250374,Rock,408,0
531,"Night Air, Portland",0.3854682954,0.11691426449999999,Rock,416,0
532,Big League,0.8395289172,0.7597209803,Electronic,533,2
533,Mango Tree,0.539879231,0.1803845219,Electronic,1185,4
534,I Can See You,0.1438200274,0.4733627871,Folk,1875,3
535,Angels Fear To Tread,0.146650627,0.3503921264,Folk,954,1
536,Riding On Your Fears,0.2012553388,0.5693952593,Folk,843,1
537,I Don't Need Water Sprinklers In The Desert,0.22159373670000002,0.2250071605,Folk,911,0
538,Your Magic Motion,0.1956069537,0.39008310399999996,Folk,845,0
539,Whoever You Are,0.0800287628,0.3265796539,Folk,675,2
540,The Black Pirate,0.148548727,0.3559093211,Folk,1757,3
541,So We Go Again,0.1747286734,0.3531438485,Folk,800,1
542,Self Is Eternal (What Our World Will Be),0.2557454485,0.18993558489999998,Folk,738,0
543,Sometimes It Works Just Right,0.3080238515,0.3814084141,Folk,715,0
544,Sweet Words,0.14084084119999998,0.0778856499,Folk,855,2
545,Interpretations,0.2185921301,0.0648216621,Folk,532,0
546,If You Have No One,0.21287689010000002,0.44410296270000005,Folk,1826,1
547,I Keep On Wondering (Interrupted),0.1626839747,0.1307055452,Folk,670,0
548,1967- Mac Brother,0.049570273899999996,0.3291267709,Folk,536,2
549,"Venice, CA",0.2485036636,0.5817405302,Folk,939,0
550,Cello Duet No. 1,0.5018266524,0.7012988340999999,Electronic,2933,5
562,Ex Lucky,0.07765358019999999,0.43666619840000004,Rock,495,0
563,Dumb Me Down,0.265500393,0.49387741310000005,Rock,311,0
564,The Sugar Society,0.3891765094,0.9159781586,Rock,998,4
565,Sophia,0.683107402,0.4887318888,Rock,577,0
566,Jasmine,0.10285418240000001,0.2903026854,Rock,707,0
567,Liberty's Bell,0.3759902909,0.9601081929999999,Rock,431,0
568,Disconnect,0.40269058280000003,0.7514190192,Rock,428,0
569,Shadow Law,0.6939908022,0.6567914900999999,Rock,553,0
570,Old Route 13,0.3993712476,0.5975110868,Rock,410,0
571,Medicine Chant,0.1327011968,0.0483910934,Rock,404,0
572,Awaken,0.4561774576,0.9687803396,Rock,413,0
573,When My Ship Comes In,0.6395523483,0.15021132380000002,Rock,1150,5
574,Caliente Queen,0.9852859209999999,0.2626510913,Rock,3169,11
579,(Tryin' To) Read My Mind,0.9117914420000001,0.07518922,Rock,525,2
580,Premonition,0.9523387503,0.1985311284,Rock,405,0
583,"WAR (If It Feels Good, Do It!)",0.5131728924,0.401672005,Hip-Hop,1223,0
584,Liberate The Children (Live),0.5444131554,0.8958515287000001,Hip-Hop,1091,2
585,Weapons? What Weapons of Mass Destruction? (Live),0.4675204562,0.5520036221,Hip-Hop,895,2
586,War Is What They Got (Epilogue),0.542545054,0.6704863776,Hip-Hop,679,0
